character,jap text,Eng,Esp
__system__??,{G制御 & 4:,,
__system__??,},,
__system__??,{G制御 & 8:,,
__system__??,},,
__system__??,{DB = 1:,,
narrator,［［　,［［　,［［　
narrator,の戦略アルゴリズム開始　］］,Start of strategy algorithm　］］,Inicio del algoritmo estratégico.　］］
__system__??,},,
__system__??,{R制御[D01] & 3 = 1:,,
__system__??,{(地域番号 \ 21) + (☆乃木 > 49):,,
__system__??,{(RND \ 0) * ((D02 \ 0) + (R支配 = 1)):,,
__system__??,},,
__system__??,},,
__system__??,},,
__system__??,{DB = 1:,,
narrator,［［　,［［　,［［　
narrator,の戦略アルゴリズム終了　］］,Strategy algorithm end of Ryou]],Algoritmo de estrategia fin de Ryou]]
__system__??,},,
__system__??,{RND \ 0:,,
__system__??,},,
__system__??,{D03 > 4:,,
__system__??,{DB = 1:,,
narrator,［［　,［［　,［［　
narrator,の（攻撃）実行　］］ 総気力＝,'s （attack） execution］］ Total energy＝,: Ejecución （de ataque）］］energía total＝
__system__??,},,
__system__??,},,
